country,city,property_type,bedrooms,furnished,amenities_count,amenities_list,included_bills,included_bills_total,price,area_average_rent,deposit_amount,landlord_verified,reputation_score,nationality_mismatch,min_stay_months,thumbs_up_count,thumbs_down_count,average_review_rating,rental_description,reviews,is_scam,label
Cambodia,Phnom Penh,studio,0,1,7,"Balcony, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool","Gym, Parking",147,224,506,739,0,31,FALSE,1,42,3,5,"Once-in-a-lifetime rental price. Contact me on WhatsApp, all photos genuine. Pay deposit and keys will be shipped.",Landlord refused every request for a viewing before payment.,1,Scam
Indonesia,Surabaya,house,3,0,10,"CCTV/Security, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",WiFi,71,758,851,902,0,17,FALSE,3,13,23,4,Bright studio with mezzanine sleeping area. Compact but cleverly designed with good storage.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Qatar,Lusail,house,3,1,8,"Balcony, Bike Storage, Concierge, Garden, Gym, Parking, Pool, WiFi",,0,2244,3636.87,5428,0,48,TRUE,1,38,7,2,Beautiful flat offered cheap because of relationship breakdown. Landlord wants quick let only.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Japan,Kawasaki,studio,0,0,9,"Balcony, Concierge, Dishwasher, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Council Tax, Gas/Heating, Water, WiFi",345,506,488,517,0,10,FALSE,3,51,3,2,Light and airy flat with large bathroom and walk-in wardrobe. Viewing strongly encouraged.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Malaysia,Shah Alam,flat,2,1,5,"Balcony, CCTV/Security, Garden, Gym, Washing Machine","Council Tax, Gas/Heating",151,565,500.25,712,1,61,TRUE,3,1,26,2,Modern open-plan flat in a secure building with entry phone. Walking distance to the city centre.,Straightforward process from viewing to move-in. Very professional.,0,Not Scam
Belgium,Antwerp,house,3,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Pool, Washing Machine, WiFi","Parking, TV Licence",335,2375,2265.44,2521,0,62,FALSE,6,11,1,3,Attractive ground-floor flat with patio doors opening to communal garden. No pets.,One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
Panama,Panama City,flat,2,1,6,"Balcony, Bike Storage, CCTV/Security, Gym, Parking, WiFi","Council Tax, Gym, Parking",327,1118,1897.5,1550,0,37,TRUE,6,55,1,5,Flat available below market rate due to personal reasons. Deposit required before viewing can be arranged.,Found the exact same listing posted under three different names.,1,Scam
Switzerland,Canton Of Vaud,flat,3,0,6,"Balcony, Dishwasher, Garden, Gym, Lift/Elevator, Pool",,0,3718,3427,2774,0,9,TRUE,6,45,13,3,Purpose-built flat in a well-managed block. Communal garden and bike storage available.,Good experience overall. Repairs were handled quickly when needed.,0,Not Scam
Spain,Seville,house,2,1,9,"Balcony, CCTV/Security, Dishwasher, Garden, Gym, Laundry Room, Parking, Pool, WiFi",Laundry Room,169,1731,1712.64,1531,1,59,TRUE,1,12,16,4,Ground floor flat with private entrance. Includes allocated parking space.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Canada,Calgary,flat,3,0,8,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Pool, Washing Machine, WiFi","Council Tax, Laundry Room",122,1130,1830,1897,0,61,TRUE,12,16,2,3,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,Landlord refused every request for a viewing before payment.,1,Scam
Romania,Cluj-Napoca,flat,1,0,4,"Bike Storage, Concierge, Parking, Washing Machine","Council Tax, TV Licence, WiFi",99,737,659,669,1,17,FALSE,6,58,9,4,Immaculate flat on a high floor with panoramic views. Recently refurbished throughout.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Lithuania,Kaunas,flat,3,0,12,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Gas/Heating, Parking, WiFi",265,521,1178,1750,0,39,FALSE,6,1,28,5,"Luxury 2-bed flat going for half price. Owner in the USA, will arrange key courier after deposit received.",Seems too good to be true. Price is nowhere near the area average.,1,Scam
Romania,Bucharest,flat,3,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine","TV Licence, Water, WiFi",126,931,816.18,980,0,62,TRUE,6,15,8,3,"Clean and comfortable flat, professionally managed. References and credit check required.",One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
Costa Rica,San Jose,house,3,0,11,"Balcony, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, WiFi","Electricity, Laundry Room, Water, WiFi",318,1737,2875,2629,0,21,FALSE,3,7,14,5,Exceptional property at a shocking price. I cannot stress enough how trustworthy I am. Email me.,Landlord refused every request for a viewing before payment.,1,Scam
Ukraine,Kyiv,flat,2,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Parking, Pool, Washing Machine, WiFi","Council Tax, Electricity, Laundry Room",157,436,1132.75,1263,1,12,TRUE,6,60,23,1,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",Asked for payment via Western Union which is a major red flag.,1,Scam
Lithuania,Kaunas,flat,3,1,11,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Laundry Room, Water",157,812,1354.7,1778,1,54,FALSE,3,15,26,3,Flat available below market rate due to personal reasons. Deposit required before viewing can be arranged.,The property photos appear to be copied from an estate agent listing.,1,Scam
Morocco,Agadir,flat,3,1,12,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,845,779.7,1140,0,25,FALSE,12,1,7,4,Charming flat on a quiet side street. Period features with modern upgrades throughout.,Did not have a single issue during our 18-month tenancy.,0,Not Scam
Bahamas,Nassau,studio,0,1,6,"CCTV/Security, Concierge, Dishwasher, Lift/Elevator, Parking, Pool","Council Tax, Water",338,1127,1840,2249,1,18,FALSE,6,14,15,4,"Very cheap, very clean, very central. Email me for more details. Cannot meet in person currently.",Agent said they would send keys by post. This is a known scam method.,1,Scam
Japan,Yokohama,flat,2,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Gas/Heating, Parking",61,514,793.5,850,0,49,FALSE,12,33,1,5,Beautiful flat offered cheap because of relationship breakdown. Landlord wants quick let only.,Profile created just a few days ago. No history or reviews at all.,1,Scam
India,Mumbai,flat,2,0,5,"Balcony, Dishwasher, Parking, Washing Machine, WiFi",Gym,334,295,800,909,0,27,FALSE,3,48,24,5,"Once-in-a-lifetime rental price. Contact me on WhatsApp, all photos genuine. Pay deposit and keys will be shipped.",Profile created just a few days ago. No history or reviews at all.,1,Scam
United Kingdom,London,flat,1,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Parking, Pool, Washing Machine, WiFi","Council Tax, Gas/Heating, Laundry Room, WiFi",129,3723,3574.2,5148,0,17,TRUE,3,1,25,2,Studio apartment fully fitted with integrated appliances. Ideal for single professional.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Bulgaria,Sofia,flat,3,1,12,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",Water,200,1968,1867.6,1997,1,66,TRUE,6,40,17,1,Purpose-built flat in a well-managed block. Communal garden and bike storage available.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Australia,Sydney,studio,0,1,3,"Concierge, Laundry Room, Parking",,0,1615,1812.4,1959,0,10,FALSE,6,12,5,4,"Cosy top-floor apartment with city views. South-facing living room, very bright and warm.",Did not have a single issue during our 18-month tenancy.,0,Not Scam
France,Lyon,flat,3,1,5,"CCTV/Security, Gym, Laundry Room, Lift/Elevator, Washing Machine","Gym, Parking, WiFi",203,2055,1936.6,2452,0,81,TRUE,3,54,16,4,Spacious 2-bedroom flat with separate dining area. Large windows with garden views.,Communication with landlord was excellent. Very reasonable person.,0,Not Scam
Switzerland,Canton Of Bern,house,3,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Pool, Washing Machine, WiFi","Gas/Heating, Parking, TV Licence",275,2976,3084.07,2684,0,67,TRUE,1,42,16,2,"Quiet flat on a tree-lined street. Close to parks, schools, and supermarkets.",Property was exactly as described. Would recommend to others.,0,Not Scam
Australia,Darwin,flat,1,0,3,"CCTV/Security, Dishwasher, Parking",Gym,187,476,1250,1865,0,59,FALSE,12,33,29,3,Best deal in the city — priced to go fast. No viewings before deposit secured. Safe neighbourhood.,Could not verify this property exists. Address appeared to be fake.,1,Scam
India,Kolkata,flat,2,0,5,"Balcony, Bike Storage, Pool, Washing Machine, WiFi","Laundry Room, Water",161,99,240,266,0,16,TRUE,12,3,22,1,Best deal in the city — priced to go fast. No viewings before deposit secured. Safe neighbourhood.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Kazakhstan,Pavlodar,house,2,0,8,"Balcony, Bike Storage, CCTV/Security, Concierge, Garden, Gym, Laundry Room, WiFi","Electricity, Gym, WiFi",121,510,517.5,630,0,15,TRUE,1,42,28,5,Family home with south-facing garden and off-street parking. Well-regarded school catchment.,Property was well maintained throughout our stay. Highly recommend.,0,Not Scam
Georgia,Tbilisi,flat,3,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Council Tax, Gas/Heating, Parking",144,884,985,847,0,36,FALSE,1,53,8,1,"Stylish apartment in a converted Victorian building. High ceilings, period features retained.",Property was exactly as described. Would recommend to others.,0,Not Scam
Bahamas,Nassau,flat,2,1,5,"Bike Storage, Garden, Parking, Washing Machine, WiFi","Council Tax, Electricity, TV Licence, Water",195,2275,3680,4491,0,94,FALSE,12,31,19,4,Dream flat in city centre at student budget prices. Contact via email. Looking for trustworthy person only.,Deposit demanded before any contract or tenancy agreement provided.,1,Scam
Japan,Yokohama,house,3,1,2,"CCTV/Security, Dishwasher",Laundry Room,170,605,1229.92,1209,0,54,FALSE,12,48,3,3,"Spacious flat, all bills included, furnished, HALF PRICE for the right tenant. No viewings first.",The property photos appear to be copied from an estate agent listing.,1,Scam
Turkey,Izmir,flat,2,1,10,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking","Council Tax, WiFi",217,252,655.5,709,1,46,TRUE,6,17,23,1,Stunning penthouse available for a fraction of the price. I am relocating and just need a good tenant.,Landlord refused every request for a viewing before payment.,1,Scam
Finland,Turku,house,3,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",TV Licence,203,1608,1611.15,2279,1,10,FALSE,3,16,2,5,Studio apartment fully fitted with integrated appliances. Ideal for single professional.,Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Denmark,Copenhagen,flat,1,0,10,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, WiFi","Electricity, Parking, WiFi",252,967,2082,1994,1,55,FALSE,1,43,1,3,"Gorgeous flat, fully furnished, bills included, below market price. Email only, owner based overseas.",Deposit demanded before any contract or tenancy agreement provided.,1,Scam
Chile,Santiago,flat,1,0,3,"Garden, Laundry Room, Washing Machine",,0,353,360,467,0,5,FALSE,12,35,8,5,"Stylish apartment in a converted Victorian building. High ceilings, period features retained.",Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Panama,Panama City,house,3,0,9,"Balcony, CCTV/Security, Dishwasher, Garden, Gym, Laundry Room, Pool, Washing Machine, WiFi",Gas/Heating,216,2813,2875,2768,0,38,TRUE,1,60,20,1,Newly built apartment with high specification throughout. Smart heating system installed.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Spain,Marbella,flat,3,1,5,"Balcony, Dishwasher, Gym, Laundry Room, Lift/Elevator","Council Tax, Electricity, Gas/Heating, Parking",154,4654,4605.75,5567,0,41,FALSE,12,37,23,1,Modern open-plan flat in a secure building with entry phone. Walking distance to the city centre.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Germany,Frankfurt Am Main,flat,2,0,3,"Balcony, Lift/Elevator, Washing Machine","Council Tax, Gas/Heating, Gym, WiFi",297,757,1825,1509,0,56,TRUE,1,47,20,2,This beautiful home is priced low because I need a trustworthy tenant urgently. References not needed.,Landlord claimed to be abroad and could not provide local references.,1,Scam
Indonesia,Bali (Villas),flat,2,1,7,"Bike Storage, Garden, Gym, Laundry Room, Parking, Washing Machine, WiFi","Gas/Heating, TV Licence, WiFi",340,1300,1253.5,1478,1,29,FALSE,1,8,24,2,Charming flat on a quiet side street. Period features with modern upgrades throughout.,Good experience overall. Repairs were handled quickly when needed.,0,Not Scam
Switzerland,Canton Of Bern,flat,1,0,6,"Balcony, Dishwasher, Garden, Gym, Lift/Elevator, Washing Machine",,0,1596,1767,2171,1,31,FALSE,1,52,26,3,"Well-maintained apartment on a quiet residential street. Hardwood floors throughout, good storage.",Property was exactly as described. Would recommend to others.,0,Not Scam
Brazil,Rio De Janeiro,flat,3,0,6,"Balcony, Concierge, Dishwasher, Lift/Elevator, Parking, Pool",,0,411,920,914,0,33,FALSE,12,0,22,1,"Once-in-a-lifetime rental price. Contact me on WhatsApp, all photos genuine. Pay deposit and keys will be shipped.",Deposit demanded before any contract or tenancy agreement provided.,1,Scam
United Kingdom,Leeds,studio,0,1,6,"Balcony, Concierge, Dishwasher, Garden, Laundry Room, Parking",,0,612,1039.6,1023,0,21,FALSE,1,10,27,4,Keys will be shipped once deposit is sent. I have done this before and it is perfectly safe.,Asked for payment via Western Union which is a major red flag.,1,Scam
Czech Republic,Ostrava,flat,1,0,2,"Bike Storage, Parking","Gas/Heating, Parking, TV Licence, WiFi",195,273,506,725,0,74,FALSE,3,31,9,4,Low rent because I have already found my new place and am paying double. Need someone fast.,Deposit demanded before any contract or tenancy agreement provided.,1,Scam
Germany,Frankfurt Am Main,house,3,0,5,"Balcony, CCTV/Security, Garden, Lift/Elevator, WiFi","Electricity, Parking",303,1351,2979.65,4257,0,29,FALSE,3,16,14,1,Exceptional property at a shocking price. I cannot stress enough how trustworthy I am. Email me.,Landlord claimed to be abroad and could not provide local references.,1,Scam
Tunisia,Ariana,house,3,0,11,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,398,448.5,399,0,68,FALSE,1,17,23,1,"Clean and comfortable flat, professionally managed. References and credit check required.",Straightforward process from viewing to move-in. Very professional.,0,Not Scam
United States,Washington,house,2,0,8,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Gym, Lift/Elevator, Parking, Washing Machine","Council Tax, Gym, Laundry Room, WiFi",331,3030,3381,4301,0,31,TRUE,12,3,11,2,Spacious property recently repainted with new bathroom suite. Available for professional tenants.,Communication with landlord was excellent. Very reasonable person.,0,Not Scam
South Africa,Dolphin Coast,flat,1,1,5,"Bike Storage, Concierge, Dishwasher, Laundry Room, Parking",Parking,211,559,506,693,0,60,FALSE,6,55,6,3,Purpose-built flat in a well-managed block. Communal garden and bike storage available.,Landlord respected our privacy and handled maintenance well.,0,Not Scam
Norway,Bergen,studio,0,0,7,"Bike Storage, CCTV/Security, Dishwasher, Garden, Gym, Parking, Washing Machine",,0,1404,1252.8,1664,0,18,FALSE,12,44,7,5,Spacious 3-bed house with utility room and large kitchen-diner. Available mid-month.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
United Arab Emirates,Ajman,house,3,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi",,0,1548,1679.57,2121,1,5,TRUE,6,1,19,4,Ground floor flat with private entrance. Includes allocated parking space.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Argentina,Córdoba,flat,2,0,8,"Balcony, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Washing Machine, WiFi",TV Licence,63,585,577,526,0,66,FALSE,12,12,13,3,"Well-maintained apartment on a quiet residential street. Hardwood floors throughout, good storage.",Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Hong Kong,New Territories,house,2,0,2,"Laundry Room, Parking",,0,1496,2432.25,2105,0,42,FALSE,12,3,20,3,Beautiful flat offered cheap because of relationship breakdown. Landlord wants quick let only.,Landlord claimed to be abroad and could not provide local references.,1,Scam
Romania,Iași,flat,1,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi",,0,555,530,429,1,69,TRUE,3,31,18,3,"Clean and comfortable flat, professionally managed. References and credit check required.",Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Philippines,Manila,flat,3,1,2,"Gym, Lift/Elevator",,0,931,1857.25,2367,0,25,FALSE,1,42,19,5,"Once-in-a-lifetime rental price. Contact me on WhatsApp, all photos genuine. Pay deposit and keys will be shipped.",Sent deposit and then received no further replies from the landlord.,1,Scam
India,Hyderabad,flat,1,0,2,"Lift/Elevator, Parking","Laundry Room, Water",322,167,180,268,0,39,TRUE,3,16,13,5,Newly built apartment with high specification throughout. Smart heating system installed.,Property was well maintained throughout our stay. Highly recommend.,0,Not Scam
Spain,Tenerife,studio,0,1,3,"Balcony, Lift/Elevator, Pool","Gas/Heating, TV Licence, Water",67,453,1191.4,1722,1,86,FALSE,3,40,0,5,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",Found the exact same listing posted under three different names.,1,Scam
South Africa,Durban,house,2,1,9,"Balcony, Bike Storage, CCTV/Security, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine","Parking, WiFi",212,816,740.6,923,0,85,FALSE,3,45,2,2,"Cosy top-floor apartment with city views. South-facing living room, very bright and warm.",Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Netherlands,Rotterdam,house,2,1,6,"Bike Storage, CCTV/Security, Concierge, Laundry Room, Lift/Elevator, WiFi","Council Tax, Gas/Heating, Gym",245,3773,3660.68,4509,1,60,TRUE,1,33,9,4,Spacious 3-bed house with utility room and large kitchen-diner. Available mid-month.,Straightforward process from viewing to move-in. Very professional.,0,Not Scam
Russia,Saint Petersburg,flat,1,0,8,"Bike Storage, CCTV/Security, Concierge, Garden, Gym, Laundry Room, Parking, WiFi","Gas/Heating, Parking",321,250,515,651,0,24,FALSE,6,35,25,4,STUNNING flat at an unbelievable price. Owner currently abroad on mission. Contact via email only.,Tried calling the number given and it does not connect to anyone.,1,Scam
Greece,Thessaloniki,house,2,1,8,"Balcony, CCTV/Security, Dishwasher, Gym, Laundry Room, Parking, Washing Machine, WiFi","Electricity, Gym",205,683,1059.32,1172,0,76,FALSE,3,15,19,2,"Spacious flat, all bills included, furnished, HALF PRICE for the right tenant. No viewings first.",Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Turkey,Bursa,house,2,0,8,"Balcony, CCTV/Security, Gym, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi",Parking,170,290,471.5,541,0,76,FALSE,3,31,20,3,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Russia,Voronezh,flat,2,0,8,"Balcony, Bike Storage, CCTV/Security, Gym, Laundry Room, Lift/Elevator, Parking, WiFi","Council Tax, TV Licence, Water",135,323,380,512,0,5,TRUE,1,27,12,5,Modern open-plan flat in a secure building with entry phone. Walking distance to the city centre.,Communication with landlord was excellent. Very reasonable person.,0,Not Scam
Netherlands,Rotterdam,flat,3,0,10,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Gym, Laundry Room, Parking, Pool, Washing Machine, WiFi",Parking,250,1227,3239,3838,1,92,TRUE,1,31,24,2,"Property listed by owner, not agent. Currently stationed abroad with UN. Deposit secures property.",Seems too good to be true. Price is nowhere near the area average.,1,Scam
Romania,Galati,flat,2,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,285,589,735,0,9,TRUE,12,17,5,4,Rental priced at half the going rate. Landlord wants a quick let before flying out next week.,Landlord refused every request for a viewing before payment.,1,Scam
Italy,Naples,flat,3,1,4,"Garden, Gym, Pool, Washing Machine",,0,1980,2032.05,2831,0,41,FALSE,12,43,27,1,"Modern apartment in a sought-after development. Concierge service, gym included in building.",Communication with landlord was excellent. Very reasonable person.,0,Not Scam
Australia,Melbourne,flat,3,1,5,"Garden, Laundry Room, Lift/Elevator, Washing Machine, WiFi","Water, WiFi",327,4352,3910,4671,0,12,FALSE,1,43,11,2,"Cosy top-floor apartment with city views. South-facing living room, very bright and warm.","Nice area, well-managed building. Landlord was easy to deal with.",0,Not Scam
Germany,Frankfurt Am Main,flat,1,0,5,"Balcony, CCTV/Security, Concierge, Laundry Room, Pool","Laundry Room, Parking, Water",282,894,1413,1355,0,80,FALSE,6,43,14,4,Low rent because I have already found my new place and am paying double. Need someone fast.,No phone number given. Email only contact is extremely suspicious.,1,Scam
Brazil,Guarapari,flat,2,1,8,"CCTV/Security, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Washing Machine",,0,336,621,742,0,57,FALSE,1,1,1,5,Low rent because I have already found my new place and am paying double. Need someone fast.,Tried calling the number given and it does not connect to anyone.,1,Scam
Germany,Cologne,house,2,0,4,"Bike Storage, CCTV/Security, Lift/Elevator, Washing Machine","Laundry Room, Parking, Water",191,879,1624.95,2181,0,41,TRUE,1,21,20,4,"Very cheap, very clean, very central. Email me for more details. Cannot meet in person currently.",Seems too good to be true. Price is nowhere near the area average.,1,Scam
United States,New York,flat,2,1,7,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Pool","Council Tax, Laundry Room",265,3660,6612.5,7453,0,70,TRUE,12,54,20,1,Best deal in the city — priced to go fast. No viewings before deposit secured. Safe neighbourhood.,Deposit demanded before any contract or tenancy agreement provided.,1,Scam
Morocco,Marrakesh,house,3,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Parking, Pool, Washing Machine, WiFi",,0,970,2001,2493,0,28,FALSE,6,40,4,5,Dream flat in city centre at student budget prices. Contact via email. Looking for trustworthy person only.,Multiple people reporting this same listing on local Facebook groups.,1,Scam
Japan,Yokohama,flat,2,0,9,"Balcony, CCTV/Security, Dishwasher, Garden, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi",,0,718,690,860,0,54,TRUE,3,28,12,3,Family home with south-facing garden and off-street parking. Well-regarded school catchment.,"Nice area, well-managed building. Landlord was easy to deal with.",0,Not Scam
Hungary,Ny�regyh�za,flat,2,1,9,"Balcony, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool, WiFi",WiFi,231,276,785.45,913,1,89,FALSE,3,44,20,5,"Once-in-a-lifetime rental price. Contact me on WhatsApp, all photos genuine. Pay deposit and keys will be shipped.",Found the exact same listing posted under three different names.,1,Scam
Slovenia,Ljubljana,flat,2,0,6,"Bike Storage, Concierge, Dishwasher, Lift/Elevator, Parking, Pool","Laundry Room, Parking, Water, WiFi",96,1580,1681,1540,0,82,TRUE,1,26,25,1,Spacious 3-bed house with utility room and large kitchen-diner. Available mid-month.,Landlord respected our privacy and handled maintenance well.,0,Not Scam
United States,Los Angeles,flat,1,1,10,"Balcony, Bike Storage, Concierge, Garden, Gym, Laundry Room, Parking, Pool, Washing Machine, WiFi","Electricity, Gym, Parking, TV Licence",114,2659,2702.5,2727,1,47,FALSE,1,39,26,1,Family home with south-facing garden and off-street parking. Well-regarded school catchment.,One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
Pakistan,Karachi,studio,0,0,2,"Balcony, WiFi",WiFi,209,31,88,89,0,71,FALSE,1,49,0,1,"Property listed by owner, not agent. Currently stationed abroad with UN. Deposit secures property.",Landlord refused every request for a viewing before payment.,1,Scam
Morocco,Casablanca,flat,3,0,5,"Balcony, Bike Storage, Concierge, Garden, Parking","Electricity, Gym, TV Licence",269,1650,1520,1714,0,95,FALSE,6,43,26,2,"Recently renovated property with high-quality fixtures. Energy-efficient boiler, low bills.",Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Turkey,Istanbul,studio,0,1,7,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Laundry Room, Lift/Elevator, Pool",,0,213,570.4,634,1,82,TRUE,1,19,27,3,Do not miss this deal! Owner cannot show property due to health issues. Bank transfer secures property.,Landlord refused every request for a viewing before payment.,1,Scam
Kazakhstan,Kostanay,flat,3,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, WiFi","Gym, WiFi",250,1048,994.26,1084,0,5,FALSE,1,20,21,5,Charming flat on a quiet side street. Period features with modern upgrades throughout.,"Nice area, well-managed building. Landlord was easy to deal with.",0,Not Scam
Colombia,Santa Marta,studio,0,0,10,"Balcony, CCTV/Security, Dishwasher, Garden, Gym, Laundry Room, Parking, Pool, Washing Machine, WiFi","TV Licence, Water",335,449,512,437,1,56,FALSE,12,50,0,3,Family home with south-facing garden and off-street parking. Well-regarded school catchment.,One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
Kazakhstan,Ust-Kamenogorsk,flat,2,0,4,"Garden, Gym, Pool, Washing Machine","Gym, Laundry Room, TV Licence",161,349,410,570,1,51,FALSE,3,46,4,4,Spacious 3-bed house with utility room and large kitchen-diner. Available mid-month.,Straightforward process from viewing to move-in. Very professional.,0,Not Scam
Bulgaria,Sofia,flat,1,1,4,"Balcony, Concierge, Parking, WiFi","Gas/Heating, TV Licence",85,828,800.4,1034,0,58,TRUE,12,60,26,2,"Modern apartment in a sought-after development. Concierge service, gym included in building.",Property was exactly as described. Would recommend to others.,0,Not Scam
Australia,Perth,flat,1,1,9,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Washing Machine",,0,1016,1920.5,2009,0,66,TRUE,1,27,12,4,"Once-in-a-lifetime rental price. Contact me on WhatsApp, all photos genuine. Pay deposit and keys will be shipped.",The property photos appear to be copied from an estate agent listing.,1,Scam
India,Chennai,house,3,0,3,"Bike Storage, Laundry Room, Pool","Gym, Laundry Room, Water, WiFi",252,218,592.25,517,0,57,FALSE,1,36,29,1,"Incredible opportunity — 3 bed house at 1 bed price. I am a Christian landlord, very trustworthy.",Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Kazakhstan,Ust-Kamenogorsk,house,3,0,10,"Balcony, Bike Storage, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Pool, WiFi","Gym, WiFi",154,422,471.5,510,1,73,FALSE,3,28,8,2,Spacious property with original wooden floors and bay windows. Must be seen.,Well priced for the area and what you get. Happy with everything.,0,Not Scam
