Country,City,PropertyType,Bedrooms,AreaAveragePrice,BillsIncludedCost,Price,DepositAmount,LandlordVerified,ReputationScore,NationalityMismatch,ThumbsUpCount,ThumbsDownCount,AverageReviewRating,RentalDescription,Reviews,ScenarioType,IsScam,PriceRatio,DepositRatio,ThumbsRatio,DescriptionScamScore,IsNewListing
Estonia,Tallinn,Studio,1,584.0,76.20692561656097,1106.710147136885,718.6164346540555,0,58.831604185455944,1,4,6,3.7450782831709875,Spacious room in shared apartment close to city center,fraud warning did not return deposit,scam_high_price,0,1.6737727695530444,1.2284041618018042,0.36363636363636365,0.08,0
Kazakhstan,Pavlodar,Apartment,1,350.0,34.6464260772603,563.0712986296113,691.8550529094313,1,53.23096813099953,0,34,11,2.6809450242734982,Comfortable flat with balcony and furnished kitchen,different from photos,scam_high_price,1,1.460071351774451,1.9710970168359865,0.7391304347826086,0.0,0
Singapore,Tanglin / Holland / Bukit Timah,Apartment,3,7395.0,1381.2933849895435,15766.163399532496,7602.473900371542,0,51.6661584624119,1,22,11,2.398918738173452,very cheap luxury deal landlord abroad pay first,mixed experience,scam_high_price,1,1.7962443213411259,1.0279169686819283,0.6470588235294118,0.8,0
Finland,Tampere,Studio,1,744.0,87.7411668729035,1257.177597693668,2494.92641636955,0,35.7497394991435,0,42,2,1.9287259042269675,Bright apartment near metro and university,western union request and fake details,scam_high_price,1,1.509685899659076,3.348894518616846,0.9333333333333333,0.43,0
Romania,Craiova,Studio,1,424.0,23.867995103968546,650.1295163019367,970.1813564795077,1,44.319976473429534,0,35,13,3.6337958347240367,act fast limited time low price send deposit first,different from photos,scam_high_price,1,1.4483757438561669,2.282779662304724,0.7142857142857143,0.7,0
Thailand,Bangkok,Apartment,2,1770.0,114.81866701693882,2925.3385192808637,3268.676154664027,0,47.332955157039166,1,6,1,1.7316150361438996,too good to be true premium flat bitcoin accepted,different from photos,scam_high_price,1,1.5512300150831986,1.8456669422157126,0.75,0.55,0
Andorra,Andorra la Vella,Studio,1,1391.2,128.32112028395102,2185.044729272541,2178.105977044562,0,52.11835949664124,0,32,14,3.6720309713324135,urgent half price apartment no viewing deposit before viewing,mixed experience,scam_high_price,1,1.437036750179763,1.564506519928575,0.6808510638297872,0.9999999999999999,0
Denmark,Copenhagen,Apartment,3,2586.0,85.14103348065251,4247.907265698136,6956.18386193491,1,45.87706261041504,0,36,4,3.13516860115797,too good to be true premium flat bitcoin accepted,okay place,scam_high_price,1,1.5897017457064895,2.688899830666761,0.8780487804878049,0.55,0
Panama,Coclï¿½,Apartment,2,1500.0,120.08371964719771,2124.435684396134,3567.4212881895883,0,60.24813533988573,0,12,0,2.8853702966812182,Comfortable flat with balcony and furnished kitchen,different from photos,scam_high_price,1,1.3105033741616272,2.376696394530039,0.9230769230769231,0.0,0
Canada,Vancouver,Apartment,2,3180.0,327.0195085993837,5977.279979725432,5611.146431261751,1,30.670104697070503,0,4,9,1.8884297260909813,Comfortable flat with balcony and furnished kitchen,western union request and fake details,scam_high_price,1,1.7038901765149899,1.7639567529901763,0.2857142857142857,0.43,0
Thailand,Samut Prakan,Studio,1,312.0,13.153504448519884,478.6858177075092,407.2874590610605,1,46.10311785020664,0,19,0,3.0710265317061394,Bright apartment near metro and university,scam listing fake owner and no reply after payment,scam_high_price,0,1.4676703183579163,1.3012378883739952,0.95,0.08,0
United States,Orlando,Apartment,1,1400.0,127.18795253535838,2117.2457788538195,3176.773584897043,1,47.806648619954295,0,8,4,3.192502401113625,urgent half price apartment no viewing deposit before viewing,scam listing fake owner and no reply after payment,scam_high_price,1,1.3854616347034916,2.2675043432527073,0.6153846153846154,1.0,0
Spain,Marbella,Apartment,1,1649.0,337.764901612432,3006.647294973592,3583.716042648069,1,49.29922257572216,1,27,0,2.9520832377313564,urgent half price apartment no viewing deposit before viewing,scam listing fake owner and no reply after payment,scam_high_price,1,1.512576911150139,2.1719491167564056,0.9642857142857143,1.0,0
Italy,Milan,Studio,1,1391.2,304.5257867247715,2820.4781619265423,2407.3868328055833,1,41.16381171160066,1,17,0,2.4032297241553175,urgent half price apartment no viewing deposit before viewing,asked for pay first and refused viewing,scam_high_price,1,1.6623064162718806,1.7291961160792868,0.9444444444444444,0.9999999999999999,0
Switzerland,Canton Of Fribourg,Apartment,1,1837.0,362.9190851469608,3858.9688623267225,6452.01014728138,1,60.898920878766894,0,31,11,3.0445995694884718,Well maintained property with clear contract terms,different from photos,scam_high_price,1,1.7533442680238513,3.5103428440051037,0.7209302325581395,0.0,0
Malaysia,Ipoh,Apartment,3,490.0,88.42394937987491,838.0748427114262,1741.9966861131918,1,25.756461011456814,0,4,10,2.9785002128134614,Well maintained property with clear contract terms,suspicious messages and contract never arrived,scam_high_price,1,1.4463931696443872,3.5478547578680075,0.26666666666666666,0.0,0
Kazakhstan,Ust-Kamenogorsk,Apartment,2,410.0,28.21952198968402,662.6099831069805,1004.2390503536295,0,24.981812607927715,0,33,8,2.4042653559464604,cheap room no viewing available today deposit first,western union request and fake details,scam_high_price,1,1.5086077688562833,2.4434040154589525,0.7857142857142857,0.7299999999999999,0
Malaysia,Petaling Jaya,Apartment,2,640.0,34.31505192780797,1202.8521877963394,1223.1708424476233,1,47.96892385875764,1,2,7,2.2405711626157534,Comfortable flat with balcony and furnished kitchen,scam listing fake owner and no reply after payment,scam_high_price,1,1.7811718906051066,1.9082228431320176,0.2,0.08,0
New Zealand,Auckland,Apartment,2,1340.0,95.94057040500758,2256.773204372396,2864.5716314922056,0,37.7551614702874,0,14,12,2.1158588952147745,Spacious room in shared apartment close to city center,scam listing fake owner and no reply after payment,scam_high_price,1,1.5705403903630581,2.1361458847816595,0.5185185185185185,0.08,0
Thailand,Chon Buri (Pattaya),Apartment,2,1280.0,149.8801771146721,2369.2827826301973,2293.6585137347506,1,45.702825814829986,0,6,15,2.730527992305906,urgent half price apartment no viewing deposit before viewing,asked for pay first and refused viewing,scam_high_price,1,1.6558219343060483,1.7905218686453948,0.2727272727272727,0.9999999999999999,0
Germany,Munich,House,1,1800.8999999999999,259.07044793676386,3124.7266748382535,5553.360655252752,0,45.10296783549775,0,33,13,3.142364290681849,act fast limited time low price send deposit first,suspicious messages and contract never arrived,scam_high_price,1,1.5161433672988447,3.0819471975430113,0.7021276595744681,0.7,0
Colombia,Medellin,Studio,1,688.0,87.40543008281357,1502.0872049458771,1510.98524644181,0,11.713696837936418,0,10,10,3.3392407673276994,cheap room no viewing available today deposit first,suspicious messages and contract never arrived,scam_high_price,1,1.9346685980617888,2.1930119687108998,0.47619047619047616,0.3,0
Mexico,Mexico City,Apartment,3,3340.0,380.54460510929135,5277.008708696464,6752.682036181959,1,43.61025594088244,0,22,2,3.5025117287602274,very cheap luxury deal landlord abroad pay first,western union request and fake details,scam_high_price,1,1.4179619670423091,2.021155952164609,0.88,1.0,0
Belgium,Brussels,Apartment,1,1276.0,246.32057949357485,2225.9826517005627,1630.9323037495978,0,46.35954723815681,0,4,8,2.318107123321605,Clean studio in quiet neighborhood with good sunlight,asked for pay first and refused viewing,scam_high_price,1,1.4612699924533197,1.2771592041891917,0.3076923076923077,0.35,0
United States,Seattle,Apartment,2,2395.0,507.4976350904408,4815.713876185405,4695.710494588605,0,22.67669916877658,0,5,8,3.6374620188913758,act fast limited time low price send deposit first,mixed experience,scam_high_price,1,1.6585905970732435,1.9598123934009202,0.35714285714285715,0.7,0
South Africa,Centurion,Apartment,2,470.0,55.10372484239548,813.4492031152039,870.1611049052315,1,27.944565106699436,0,23,9,3.2972051893054273,too good to be true premium flat bitcoin accepted,different from photos,scam_high_price,1,1.5461764756729073,1.847475806592848,0.696969696969697,0.55,0
Qatar,Lusail,Studio,1,1552.0,309.82190138615607,3182.025704935548,3400.188312219551,1,32.09115881734732,0,38,12,2.9170466811303646,very cheap luxury deal landlord abroad pay first,scam listing fake owner and no reply after payment,scam_high_price,1,1.7081749482157962,2.1894322680100133,0.7450980392156863,0.88,0
Dominican Republic,Santo Domingo,Apartment,1,1075.0,69.46152095700768,1692.012737520066,1426.0893267520953,0,43.89324464025655,0,26,8,3.554757974998134,act fast limited time low price send deposit first,some issues but manageable,scam_high_price,1,1.4771449817942612,1.3253618278365198,0.7428571428571429,0.7,0
United Kingdom,Edinburgh,Apartment,1,1466.0,172.6522353706023,2833.4418822013736,1737.5465410256934,0,33.68324487547026,1,31,5,2.344533724727555,urgent half price apartment no viewing deposit before viewing,asked for pay first and refused viewing,scam_high_price,1,1.7280749058113198,1.1844216366909974,0.8378378378378378,0.9999999999999999,0
United Kingdom,Leeds,House,2,1807.8,271.6967225467964,3286.7969505981123,3157.777643212222,1,25.05325533636349,0,16,1,3.4446520086274814,cheap room no viewing available today deposit first,western union request and fake details,scam_high_price,1,1.579813568066884,1.7457859593167968,0.8888888888888888,0.7299999999999999,0
Turkey,Istanbul,Apartment,1,620.0,122.3037625621719,1034.034745955155,2283.4962563205872,0,24.00189706065105,0,25,7,2.10520427386981,owner abroad no visit possible wire transfer only,mixed experience,scam_high_price,1,1.3911334746790893,3.677127626925261,0.7575757575757576,0.8999999999999999,0
Norway,Bergen,Studio,1,1252.8000000000002,167.09100119303685,2163.5884229370395,1468.9654706141232,0,31.82930704560888,0,31,13,2.033346462794223,owner abroad no visit possible wire transfer only,western union request and fake details,scam_high_price,1,1.5226983780743237,1.1716106800240254,0.6888888888888889,0.9799999999999999,0
Lithuania,Kaunas,Apartment,1,647.0,104.59515990285392,951.789055900742,1595.1473415278672,1,39.67292989091636,0,9,4,2.6083033271910994,owner abroad no visit possible wire transfer only,different from photos,scam_high_price,1,1.2646760258511367,2.4616471319874496,0.6428571428571429,0.8999999999999999,0
Czech Republic,Plzen,Apartment,1,730.0,78.33262209511608,1419.506637954385,2397.8776961829726,0,27.569310232294377,0,21,5,3.0748104545862556,too good to be true premium flat bitcoin accepted,different from photos,scam_high_price,1,1.7539224284321,3.280270446214737,0.7777777777777778,0.55,0
Qatar,Lusail,Apartment,3,2750.0,425.31130112641193,4246.433622990769,4071.736405730826,1,59.83978422606044,0,38,6,2.2157201702338276,Comfortable flat with balcony and furnished kitchen,not bad,scam_high_price,0,1.336907255118496,1.4800932045550077,0.8444444444444444,0.0,0
Andorra,Andorra la Vella,Apartment,2,2784.0,509.1275749540936,5196.709936167202,4341.238316628395,0,56.054618735608436,1,15,7,2.2706746666248883,Well maintained property with clear contract terms,asked for pay first and refused viewing,scam_high_price,1,1.5775679046794726,1.5587929323620808,0.6521739130434783,0.35,0
Japan,Kobe,Studio,1,352.0,46.11959277963412,635.8180530702269,561.2063610919674,1,38.21051773829293,1,39,3,3.7054245094405847,urgent half price apartment no viewing deposit before viewing,different from photos,scam_high_price,1,1.5930514677120378,1.5898197198072732,0.9069767441860465,0.9999999999999999,0
United States,Portland,Apartment,1,1350.0,176.30016754374353,2424.1803518470656,3441.038892081059,1,25.579263615698956,1,30,9,3.397440359030405,act fast limited time low price send deposit first,fraud warning did not return deposit,scam_high_price,1,1.5872324271041727,2.5470310082021164,0.75,0.7799999999999999,0
United Kingdom,Glasgow,Studio,1,965.6,91.01092452615984,1755.8845333081367,1424.1633007716364,1,51.28821778843283,0,4,9,2.4161050894070977,very cheap luxury deal landlord abroad pay first,some issues but manageable,scam_high_price,1,1.6602367587067273,1.473373992108045,0.2857142857142857,0.8,0
Finland,Oulu,Apartment,3,1201.0,56.28266601492913,1799.1782753837995,3894.534746245517,0,36.390009377674616,0,3,7,2.3459427959524795,urgent half price apartment no viewing deposit before viewing,western union request and fake details,scam_high_price,1,1.4298681242124436,3.2400455459613284,0.2727272727272727,1.0,0
Mongolia,Ulaanbaatar,House,2,965.9999999999999,71.68144177815277,1537.9369209314832,3394.462861989369,1,59.725284204351624,0,7,13,3.539184767004613,too good to be true premium flat bitcoin accepted,not bad,scam_high_price,1,1.4806627509379957,3.51030285624547,0.3333333333333333,0.55,0
Czech Republic,Prague,Studio,1,918.4000000000001,77.119544899846,1619.604238992435,947.8884145362873,1,35.42130845965315,0,40,11,2.3442802787733226,very cheap luxury deal landlord abroad pay first,okay place,scam_high_price,1,1.6252608865340532,1.0309858761543258,0.7692307692307693,0.8,0
Puerto Rico,San Juan,Studio,1,1520.0,129.6602706962726,2830.4139384958316,2295.72882332589,1,67.09176452008904,1,30,6,3.498544543393906,very cheap luxury deal landlord abroad pay first,okay place,scam_high_price,1,1.7147162191659957,1.5093549134292505,0.8108108108108109,0.8,0
Australia,Darwin,Studio,1,1000.0,184.8801278649841,2008.286244134495,1373.191459518788,1,57.547795616880855,0,2,2,2.7240673068188173,too good to be true premium flat bitcoin accepted,okay place,scam_high_price,1,1.6934985222748788,1.371819639878909,0.4,0.55,0
United Kingdom,Manchester,Apartment,1,1478.0,238.53189714260571,2765.4670588706654,2972.4598304935093,0,33.021249286224005,0,32,13,2.8188220898919965,urgent half price apartment no viewing deposit before viewing,some issues but manageable,scam_high_price,1,1.6101401455608892,2.0097767616588973,0.6956521739130435,0.9999999999999999,0
Bahamas,Nassau,House,2,3679.9999999999995,339.65511218126835,7013.931023015945,9494.189691136049,1,46.26213728240255,0,27,9,2.3056045979976427,cheap room no viewing available today deposit first,suspicious messages and contract never arrived,scam_high_price,1,1.744474675722877,2.5792419698821107,0.7297297297297297,0.3,0
Ukraine,Kharkiv,Apartment,1,235.0,33.102187492290376,390.47373680355224,374.076282054513,0,18.624724663211513,1,16,6,3.7605264737093935,too good to be true premium flat bitcoin accepted,western union request and fake details,scam_high_price,1,1.4510240159780903,1.585068991756411,0.6956521739130435,0.63,0
Colombia,Pereira,Apartment,2,590.0,60.67084328639413,1001.7592600644285,1312.087851570716,1,13.626663322218322,1,25,1,2.6480023313837204,very cheap luxury deal landlord abroad pay first,scam listing fake owner and no reply after payment,scam_high_price,1,1.5372166338032387,2.2201148080722777,0.9259259259259259,0.88,0
Russia,Moscow,Apartment,2,915.0,88.57046660453,1789.2246415088857,1932.2641379214494,1,11.66749257978083,0,23,10,2.868986292796486,owner abroad no visit possible wire transfer only,suspicious messages and contract never arrived,scam_high_price,1,1.781084255399727,2.109458665853111,0.6764705882352942,0.8999999999999999,0
Russia,Novosibirsk,Studio,1,336.0,43.27103017030755,524.0553386953279,783.6306296043232,0,57.01101451362446,0,39,12,3.063654464492784,cheap room no viewing available today deposit first,suspicious messages and contract never arrived,scam_high_price,1,1.3781100770695716,2.3253134409623835,0.75,0.3,0
Spain,Marbella,Studio,1,1319.2,161.4503335245345,2678.827814974894,1727.8285672194133,1,34.29064464438563,1,12,0,2.748404237860884,Spacious room in shared apartment close to city center,different from photos,scam_high_price,1,1.8080027077660934,1.3087627383876785,0.9230769230769231,0.0,0
Canada,Ottawa,Studio,1,996.0,95.72523461378456,1655.9921043301083,3355.293349541487,1,32.353382651803955,0,27,0,3.0505985385109207,cheap room no viewing available today deposit first,fraud warning did not return deposit,scam_high_price,1,1.5154698105927846,3.3653895180957742,0.9642857142857143,0.38,0
Finland,Oulu,Apartment,1,824.0,28.51875758248985,1217.1674345666122,1487.1047740263048,1,59.30036870221293,0,31,2,3.066892273014237,owner abroad no visit possible wire transfer only,some issues but manageable,scam_high_price,1,1.4260582134294535,1.8025512412440057,0.9117647058823529,0.8999999999999999,0
United Kingdom,Manchester,House,1,1699.6999999999998,273.79454865047717,3160.4127778767906,5008.500513033998,0,32.12372385034135,0,13,12,1.8368180518097135,owner abroad no visit possible wire transfer only,western union request and fake details,scam_high_price,1,1.6006186393560125,2.944964140079966,0.5,0.9799999999999999,0
Singapore,East Coast / Marine Parade,Studio,1,2156.0,221.96651428469468,4276.042396624223,2988.3881940157908,0,40.61973688818206,0,12,4,3.471771865691111,urgent half price apartment no viewing deposit before viewing,not bad,scam_high_price,1,1.7974369840636195,1.3854372712173346,0.7058823529411765,0.9999999999999999,0
Romania,Bucharest,Studio,1,603.2,43.67740594582768,1183.6662572625123,1362.466554439848,1,59.84228593271207,0,4,13,3.719146216395981,owner abroad no visit possible wire transfer only,suspicious messages and contract never arrived,scam_high_price,1,1.8269911041804174,2.254992642237418,0.2222222222222222,0.8999999999999999,0
Russia,Moscow,Apartment,1,710.0,146.93520563757045,1261.8422917443818,1229.2522465059897,0,58.127206999504786,0,32,7,2.7746893130991848,cheap room no viewing available today deposit first,different from photos,scam_high_price,1,1.4707897326659416,1.72890611322924,0.8,0.3,0
Australia,Brisbane,Studio,1,1136.0,97.38941803392932,1719.4765807947526,1444.3444323811395,1,32.66703469637884,0,30,1,3.0464701529039915,cheap room no viewing available today deposit first,not bad,scam_high_price,1,1.3929774151283998,1.2703117259288825,0.9375,0.3,0
Greece,Thessaloniki,Studio,1,489.6,82.59736831131906,718.3960724088752,903.2395985245028,1,57.77277726371073,0,26,12,2.8804957295714977,urgent half price apartment no viewing deposit before viewing,some issues but manageable,scam_high_price,0,1.2533136265529654,1.8410917214115423,0.6666666666666666,0.9999999999999999,0
Romania,Cluj-Napoca,Apartment,2,824.0,106.79327191133234,1645.9846495675974,1405.150346861139,0,30.95828065547585,0,9,9,3.2671435514175147,Recently updated apartment with washing machine and wifi,some issues but manageable,scam_high_price,1,1.7664697730552257,1.7032125416498656,0.47368421052631576,0.0,0
Mexico,Monterrey,Apartment,1,1030.0,135.85276991103956,2031.7136187460346,3459.1528025041,1,43.018715962162865,0,40,14,3.309265886321583,too good to be true premium flat bitcoin accepted,different from photos,scam_high_price,1,1.7411910663767218,3.355143358393889,0.7272727272727273,0.55,0
United Kingdom,Birmingham,Apartment,1,1278.0,113.92860261040201,2268.1342072675666,2843.0944434744256,0,31.183930831199387,0,32,0,1.734149918695364,cheap room no viewing available today deposit first,different from photos,scam_high_price,1,1.6283205061745414,2.222904177853343,0.9696969696969697,0.3,0
Germany,Munich,Apartment,3,2945.0,344.7901944470975,5058.394708315368,6216.148041995231,1,68.79574620386936,1,12,14,2.8354901676281115,owner abroad no visit possible wire transfer only,okay place,scam_high_price,1,1.5371367998029586,2.1100298852665413,0.4444444444444444,0.8999999999999999,0
Austria,Graz,Studio,1,711.2,30.462368828478276,1092.220698269163,1909.1120905907262,0,27.879201121699666,0,38,3,3.1163317429419783,too good to be true premium flat bitcoin accepted,scam listing fake owner and no reply after payment,scam_high_price,1,1.470682700662617,2.680584232786754,0.9047619047619048,0.63,0
Thailand,Samut Prakan,House,1,448.49999999999994,67.29805369591237,738.3047945507741,1062.0474119742164,1,38.992745085510364,1,9,3,2.3715632844352275,Clean studio in quiet neighborhood with good sunlight,suspicious messages and contract never arrived,scam_high_price,1,1.4286137288458092,2.3627306161829065,0.6923076923076923,0.0,0
Spain,Murcia,Apartment,2,883.0,114.58254915422225,1536.2301364494895,1175.376267040449,0,50.90858880491247,1,17,15,3.5548684114587927,Spacious room in shared apartment close to city center,asked for pay first and refused viewing,scam_high_price,1,1.538410758079683,1.3296111618104627,0.5151515151515151,0.35,0
Ukraine,Kharkiv,Apartment,1,235.0,27.723957893752075,387.4995554864453,279.3964377820413,1,30.24706294890612,0,13,10,2.643499763352123,cheap room no viewing available today deposit first,western union request and fake details,scam_high_price,1,1.4693377066734277,1.183883210940853,0.5416666666666666,0.7299999999999999,0
Hungary,Pï¿½cs,Apartment,1,565.0,83.45654953235888,957.0496792165296,1433.3704087387605,1,61.0174441654258,0,28,1,2.547058234297397,cheap room no viewing available today deposit first,scam listing fake owner and no reply after payment,scam_high_price,1,1.473616179412854,2.5324565525419795,0.9333333333333333,0.38,0
Indonesia,Tangerang,Apartment,1,230.0,15.631263679639515,461.37364458557863,472.1724857559988,1,62.36623982571132,0,7,9,2.371051118505902,very cheap luxury deal landlord abroad pay first,western union request and fake details,scam_high_price,1,1.8707021879629895,2.044036734874454,0.4117647058823529,1.0,0
Egypt,Cairo,Apartment,2,940.0,63.60892381612023,1562.3398188846656,2237.895409281815,1,65.40588649942822,0,9,9,2.910531999226957,Spacious room in shared apartment close to city center,mixed experience,scam_high_price,1,1.5551721489292987,2.378209786696934,0.47368421052631576,0.0,0
Singapore,Hougang / Punggol / Sengkang,Studio,1,1848.0,255.02086482704254,3157.1110765855437,2887.3267789728507,1,33.662345993190485,0,25,4,3.202442896166931,cheap room no viewing available today deposit first,fraud warning did not return deposit,scam_high_price,1,1.500513198021479,1.5615612649934292,0.8333333333333334,0.38,0
Australia,Canberra,Apartment,2,1730.0,145.00562017940595,2837.5583232856616,3561.0531711247136,1,30.298207189868556,1,18,5,4.128256732868195,Recently updated apartment with washing machine and wifi,not bad,scam_high_price,1,1.5125532102693278,2.057223091348766,0.75,0.0,0
Denmark,Aalborg,Apartment,2,1136.0,137.4849700693518,1717.436816364089,2211.7320565083137,0,45.938527551643155,1,0,1,1.8657395494108244,cheap room no viewing available today deposit first,not bad,scam_high_price,1,1.347553605336463,1.9452348781955267,0.0,0.3,0
Australia,Brisbane,Apartment,2,2080.0,253.69601315357474,3193.4850967767525,2766.194120406528,1,29.541926754178565,1,9,2,2.669769099061131,very cheap luxury deal landlord abroad pay first,suspicious messages and contract never arrived,scam_high_price,1,1.3678376451515735,1.3292619511804555,0.75,0.8,0
United States,Chicago,Apartment,2,2950.0,661.9944533438724,4386.5561427195735,4031.574668620976,0,13.257716072638814,0,7,3,3.28033874655455,act fast limited time low price send deposit first,fraud warning did not return deposit,scam_high_price,0,1.2141054184735212,1.3661723716099545,0.6363636363636364,0.7799999999999999,0
Finland,Helsinki,Apartment,1,1148.0,178.57731905447736,1995.2814045980776,2569.435282371941,1,63.547442526478406,1,23,9,3.2871059878565614,very cheap luxury deal landlord abroad pay first,western union request and fake details,scam_high_price,1,1.5029493016792048,2.2362361030217066,0.696969696969697,1.0,0
United Kingdom,Leeds,Apartment,2,1572.0,328.7788562398061,2858.4283089603937,1618.9255158978285,0,24.178851712258407,1,2,8,2.9382136602958635,owner abroad no visit possible wire transfer only,scam listing fake owner and no reply after payment,scam_high_price,1,1.5030287562519615,1.0291961321664518,0.18181818181818182,0.9799999999999999,0
Australia,Sydney,Studio,1,1576.0,362.07501799324126,2447.19709104898,1743.5199897100902,0,42.202109436370684,0,19,9,2.377414266876105,Clean studio in quiet neighborhood with good sunlight,mixed experience,scam_high_price,0,1.2620435353664639,1.1055928913824287,0.6551724137931034,0.0,0
Vietnam,Hanoi,Studio,1,304.0,69.58650845165806,475.6673161458576,476.00600069728824,1,34.16896345557038,0,19,6,2.131110201777413,Recently updated apartment with washing machine and wifi,not bad,scam_high_price,0,1.2698463650279719,1.5606754121222566,0.7307692307692307,0.0,0
Finland,Turku,Apartment,2,1154.0,205.71316218958597,2489.74692967757,2348.220666866105,0,56.26776719887076,0,23,4,3.3464958246955616,cheap room no viewing available today deposit first,okay place,scam_high_price,1,1.8297367871941532,2.0330914864641603,0.8214285714285714,0.3,0
Cambodia,Koh Rong And Koh Rong Samloem,Apartment,2,1100.0,132.01024038769222,1727.1960901256452,1731.0117635209574,0,48.39176682936788,0,12,1,1.8438125062352504,Well maintained property with clear contract terms,western union request and fake details,scam_high_price,1,1.4007962250034254,1.572217768865538,0.8571428571428571,0.43,0
Australia,Melbourne,Studio,1,1272.0,62.433459088430034,2369.372372341695,1368.085950110056,0,33.64755555461446,0,5,8,1.9773452500240922,Bright apartment near metro and university,scam listing fake owner and no reply after payment,scam_high_price,1,1.774234692276644,1.07469438343288,0.35714285714285715,0.08,0
Bahamas,Nassau,Studio,1,1600.0,146.20754333136531,2631.8514041079497,3823.94856352929,0,50.884610587282786,0,32,5,2.596302218435186,Bright apartment near metro and university,western union request and fake details,scam_high_price,1,1.5063187050405311,2.388475055296246,0.8421052631578947,0.43,0
Pakistan,Rawalpindi,Apartment,1,190.0,21.023887183224723,398.9150357952069,398.34480310306765,0,47.13933402949232,1,33,5,1.7992227115118644,cheap room no viewing available today deposit first,mixed experience,scam_high_price,1,1.8814627025985822,2.085574885356375,0.8461538461538461,0.3,0
Mongolia,Ulaanbaatar,Apartment,1,500.0,31.328073035769574,856.9818269802964,550.1491765751358,0,22.043897598756367,0,27,8,2.567166328346558,owner abroad no visit possible wire transfer only,not bad,scam_high_price,1,1.6098753201068017,1.0981021488525664,0.75,0.8999999999999999,0
United States,Los Angeles,Apartment,2,3160.0,258.2457770239234,6078.993145528024,6246.68040081811,0,25.669446744487797,0,25,7,2.9217611867539706,act fast limited time low price send deposit first,some issues but manageable,scam_high_price,1,1.7778754561537011,1.9761722242385669,0.7575757575757576,0.7,0
Romania,Cluj-Napoca,Apartment,1,659.0,106.5999954022037,1128.3596042229726,791.7062904507568,0,52.65954361759101,0,8,11,3.656005889816428,act fast limited time low price send deposit first,suspicious messages and contract never arrived,scam_high_price,0,1.4719013970655823,1.1995549855314498,0.4,0.7,0
Hungary,Pï¿½cs,Apartment,3,1083.0,142.83339534424488,2211.5218213763446,1278.461967697283,0,52.81315940601586,0,23,0,3.6038944539547026,Well maintained property with clear contract terms,okay place,scam_high_price,1,1.802626036892157,1.179392959130335,0.9583333333333334,0.0,0
Spain,Valencia,Studio,1,1224.8,91.45014279587748,2087.6153515631618,2134.99611574675,0,37.39515119316131,0,7,12,2.2971506269410393,urgent half price apartment no viewing deposit before viewing,suspicious messages and contract never arrived,scam_high_price,1,1.584828335742045,1.7417165245119515,0.35,0.9999999999999999,0
Singapore,Hougang / Punggol / Sengkang,House,1,2656.5,537.0881470632127,4704.179629341069,4410.149596880318,1,44.937337339008835,0,15,12,2.4650137593174866,act fast limited time low price send deposit first,mixed experience,scam_high_price,1,1.472546510781249,1.6595106667470625,0.5357142857142857,0.7,0
Kazakhstan,Kostanay,Studio,1,312.0,33.55202163084102,482.8241673968357,1026.3420736420603,1,34.73880610045498,1,26,7,3.853475365765332,urgent half price apartment no viewing deposit before viewing,scam listing fake owner and no reply after payment,scam_high_price,1,1.3932227696283834,3.2790481586008315,0.7647058823529411,1.0,0
Romania,Brasov,House,1,703.8,49.9531218711885,1276.04807754829,1122.3093440554608,0,39.841555975595924,0,17,7,3.514519809372543,very cheap luxury deal landlord abroad pay first,fraud warning did not return deposit,scam_high_price,1,1.6906827419073192,1.5923798865713121,0.68,0.88,0
Thailand,Samut Prakan,Apartment,1,390.0,18.704103282191713,751.2163168639702,996.8863978313162,1,34.553585398256715,1,15,11,1.9263230534926628,Spacious room in shared apartment close to city center,fraud warning did not return deposit,scam_high_price,1,1.8335581968691077,2.5495815801312434,0.5555555555555556,0.08,0
Canada,Ottawa,Apartment,2,1425.0,193.79060627413375,2983.7270210560964,3515.8445650054923,0,55.809706180445524,0,6,10,2.423581079404731,cheap room no viewing available today deposit first,okay place,scam_high_price,1,1.842044897345904,2.465529147970191,0.35294117647058826,0.3,0
United Kingdom,London,Studio,1,2486.4,334.3610714992103,5200.619723749873,2663.297662388304,1,58.862614369150506,0,29,0,2.7063084590188073,urgent half price apartment no viewing deposit before viewing,fraud warning did not return deposit,scam_high_price,1,1.8430404247467937,1.0707154709288027,0.9666666666666667,1.0,0
Malaysia,Iskander Puteri,Studio,1,392.0,67.5730861080263,780.3805255338114,1029.4715181365623,1,58.633988362777906,0,6,6,3.183830878628383,act fast limited time low price send deposit first,western union request and fake details,scam_high_price,1,1.6943684923673004,2.61952040238311,0.46153846153846156,1.0,0
Mexico,Guadalajara,Apartment,2,1450.0,186.32123902516307,2431.3915046312113,5183.220918552339,0,39.80274046760137,0,42,9,2.3739245075200994,very cheap luxury deal landlord abroad pay first,asked for pay first and refused viewing,scam_high_price,1,1.4849813504397134,3.572171549657022,0.8076923076923077,0.8,0
India,Mumbai,Apartment,1,405.0,26.57940562997734,809.7590075146352,678.5213629697009,0,24.457266512093767,0,25,4,2.3411317246541117,owner abroad no visit possible wire transfer only,fraud warning did not return deposit,scam_high_price,1,1.871931481193287,1.671234884161825,0.8333333333333334,0.9799999999999999,0
